ID,EMOTION,SITUATION
121052,guilt,When something unpleasant happens to a friend or relative of  yours and you are at the bottom of it.
121053,joy,"I sensed such a feeling when I understood I was admitted to the  University. I was at home, the atmosphere was still, though I  myself was full of suspense. I tried to do different things. When  the telephone rang and...! Yes, of course there were other  situations when I felt a similar feeling but I was unmindful of  them."
121053,fear,This feeling I sensed quite recently. It was arisen by the  terrific thought that I might lose the man I loved !
121053,anger,"Anger I felt when my boyfriend told me he didn't mind breaking it  off with me, i.e. each of us to take his own road. Because until  that moment, he deliberately restricted our dates. The motives  were brought to my knowledge later."
121053,sadness,"Sometimes, when I'm alone I am seized by this feeling. But it  always helps me to come round and at the same time to judge if it  is worth. Very often this feeling is caused to me by people -  friends who I love and respect."
121053,disgust,Such a feeling springs up in me sometimes when I have meals at a  catering establishment. It is a result either of the look of the  food or when watching the way some people eat.
121053,shame,This happens to me when I am not prepared in a given subject.
121053,guilt,"Quite unconsciously I offended a girlfriend of mine. It was  really worthy to pass this fact over in silence, but I acted so,  because I believed I was right. In fact it often happens to me to  feel guilt, after I have already done the deed."
121054,joy,When I was admitted to the University.
121054,fear,"I had to have my tonsils out. I had been making up my mind almost  for a year - I was afraid. But during the two hours in the  hospital room, while I was waiting to be called for the operation I  felt a real fear - of the pain, of what they were going to do to  me, of the unknown."
121054,anger,In a conversation my boyfriend expressed definite and quite  pretentious opinions and he took up an attitude towards a theory  which he himself had never known. His information was from  fortuitous sources.
121054,sadness,"Summer, heavy rain, storm - I was standing with my face stick to  the window: the childhood, something was going away forever this  summer, I was leaving my home, I was going to study in another  town, for the first time I was leaving my parents, friends, I had  to manage myself, a long and loved period of my life was over - I  was crying."
121054,disgust,I saw in the street a man spitting.
121054,shame,"I talked with a man who stammered and without controlling myself,  I started to talk imitating him."
121054,guilt,"Always, and this happens often when I do not keep my word."
121055,joy,When I understood that I was admitted to the University.
121055,fear,I felt this feeling when one day my landlord's cat had crept  under my bed and I couldn't cope with it during an hour and a  half.
121055,anger,I feel this feeling when I am to fill in a questionnaire or a  form.
121055,sadness,When the man I loved decided to leave me forever.
121055,disgust,"I have felt this feeling when a person whom I believe and respect,  lied to me."
121055,shame,"I feel shame when sometimes, (unconsciously) I behave unethically  and without understanding the problems of the man I love."
121055,guilt,When I offend somebody unfairly.
121056,joy,A quarrel was followed by the decision of leaving a person close  to me. Several days later my regret was great. I was beside  myself. Quite unexpectedly he came and the conflict was calmly  solved. I was glad at the possibility to be with him.
121056,fear,"One evening I was watching the news on TV. Again they were  talking about the danger of war. Suddenly I imagined what it  might mean for me, for my friends, for the people close to me. I  felt it a very near and possible event."
