ID,SITUATION,EMOTION,predicted_emotion
121073,I thought I had taken a decision but I hesitated.,shame,sadness
121073,I feel this feeling most often before me not before the others.  My outside is iron but actually I'm wasting away.,guilt,sadness
121074,My son was born.,joy,joy
121074,I had a car accident.,fear,fear
121074,I was drawn up a statement for an infringement of the traffic  ordinance. In fact I was innocent.,anger,sadness
121074,I lost a close friend.,sadness,sadness
121074,I saw a film about the nazi concentration camps during the war.  After the film I felt disgust.,disgust,disgust
121074,"I was nailed. I lied in connection with a book which I took from  the library, because I had to keep it for a longer time.",shame,sadness
121074,I didn't give back in time some money that I had borrowed. My  friend relied on them.,guilt,sadness
122001,After 10 days of hard work and having suffered many changes I  passed my last exam.,joy,joy
122001,Before going to the dentist.,fear,joy
122001,When I am made to do things in which I see no sense and I waste  my time. Some time ago I had to participate in a sociological  investigation and then I got really angry.,anger,anger
122001,"When I feel I must be with somebody, to talk with somebody - but  I am alone.",sadness,sadness
122001,"I am ashamed when I am not ready for my seminar in internal  diseases, simply because the assistant professor is a person who  deserves high respect.",shame,shame
122001,"We had promised, with a friend of mine, to take our friends to a  restaurant and after having looked for a place for hours without  finding one, and not being helped by the others we had to give up  the idea.",guilt,sadness
122002,When I am with friends and I do what pleases me this often  happenes.,joy,joy
122002,When I have to go in for an exam and the examinor is a person  with a whimsical character and unsteady requirements.,fear,sadness
122002,"I unfairly got a low mark on an exam and I failed to win a grant,  since then I don't have much confidence in myself at an exam.",anger,sadness
122002,It happened that I was alone - with no contacts with friends.,sadness,sadness
122002,"I met three drunk boys, almost children, they didn't look like  normal people.",disgust,disgust
122002,I was totally unprepared for a seminar conducted by an assistant  professor whom I highly respect.,shame,sadness
122002,I got back too late after a Sunday going out without having  called up home to tell where I was. my mother hadn't slept the  whole night.,guilt,sadness
122003,I was happy when I understood that the girl I liked was in love  with me.,joy,joy
122003,I am afraid before an exam or colloquium.,fear,fear
122003,I get angry when my smaller brother misbehaves and talks with indecent  words.,anger,anger
122003,When my dog was stolen.,sadness,sadness
122003,I experienced long ago when I was sightseeing Bulgarians in a  foreign language.,shame,joy
122003,My mother developed hipertonia and I think I too am to blame  bacause with her it is a stress disease.,guilt,sadness
122004,When I met with friends that I hadn't seen for a long time.,joy,joy
122004,"One evening a friend of mine was telling a fearful story, nobody  took it seriously but I got frightened.",fear,fear
122004,I got angry with a stranger in a train who behaved impertinently  and immorally,anger,anger
122004,When I failed at the first entrance exam.,sadness,sadness
122004,The event which got me angry got also an aversion in me.,disgust,anger
122004,Once I was not ready for a seminar and I was asked to leave.,shame,sadness
122004,I felt guilty when once I made my mother angry.,guilt,guilt
122005,Six months ago when I got acquaintanced with a person whom I  trusted infinitely and from whom I expected help and friendly  feelings. With him I found much in common - in our views and in  our fate.,joy,sadness
122005,Few days ago I really experienced fear. It was connected with  unexpected actions on the part of a group of people. This evoked  in me many negative emotions.,fear,fear
122005,"I always get angry when somebody deceives me, or tries to conceal  his lie skilfully and this offends me even more.",anger,anger
122005,Sadness - this is an emotion which I have felt very often  recently. I can't remember a concrete example. I will describe my  general impression from severl situations which evoked this  feeling in me.,sadness,sadness
122005,"I became disgusted with the man on whom I had counted, who I had  trusted, the man who should have been my mainstay - my father.  I could hardly make myself (and the others) believe in this  emotion. It has cumulated after events and deeds. Everything can  happen in this world.",disgust,disgust
122005,"I am ashamed of the way my father behaves with my mother and  sister, and with me too.",shame,shame
122005,"I didn't keep a promise I had made to a man, and in this way I  lost his esteem and confidence in me. I caused him a lot of  trouble.",guilt,sadness
122006,When I was accepted as a student.,joy,joy
122006,I was a bit frightened when it was found that there was something  wrong with my liver. However it turned out that it was not  serious and I need not worry.,fear,fear
122006,With the girl whom I may be loved truly. When she refused to come  with me to an occasion (she was from another town).,anger,sadness
